id,fold,y_true,meta_pred,meta_conf,blend_pred
sess_sim_20260522_036847-step_04,2,apply_patch,write_file,0.3740547991726423,apply_patch
sess_sim_20260522_007592-step_06,2,plan_task,ask_user,0.18142127922651347,plan_task
sess_sim_20260522_014003-step_03,2,edit_file,ask_user,0.22504867177038396,edit_file
sess_sim_20260522_038430-step_05,2,grep_search,read_file,0.40214764156622684,list_directory
sess_sim_20260522_025148-step_10,2,edit_file,edit_file,0.30799243336231524,edit_file
sess_sim_20260522_046837-step_02,2,glob_pattern,list_directory,0.5779224462042741,grep_search
sess_sim_20260522_036363-step_10,2,apply_patch,apply_patch,0.7097955906310471,apply_patch
sess_sim_20260522_036391-step_10,2,respond_only,respond_only,0.9624082682093649,respond_only
sess_sim_20260522_017677-step_05,2,read_file,glob_pattern,0.3109378450628188,read_file
sess_sim_20260522_015957-step_14,2,respond_only,respond_only,0.9835536091913847,respond_only
sess_au_860213_003-step_04,2,edit_file,edit_file,0.5113394742086991,edit_file
sess_sim_20260522_006403-step_04,2,grep_search,read_file,0.2743206682209347,read_file
sess_sim_20260522_012713-step_06,2,grep_search,web_search,0.19407251518951557,grep_search
sess_sim_20260522_007199-step_01,2,glob_pattern,list_directory,0.46336357117142507,list_directory
sess_sim_20260522_021517-step_05,2,grep_search,glob_pattern,0.2681393478858174,grep_search
sess_sim_20260522_038170-step_03,2,run_tests,ask_user,0.21479231733353887,run_tests
sess_sim_20260522_005866-step_02,2,read_file,list_directory,0.3568880479608357,list_directory
sess_sim_20260522_003604-step_03,2,glob_pattern,ask_user,0.29417231907451136,grep_search
sess_sim_20260522_037456-step_09,2,glob_pattern,read_file,0.19544564968454822,grep_search
sess_sim_20260522_021224-step_04,2,write_file,write_file,0.5747595226961346,write_file
sess_sim_20260522_020565-step_01,2,read_file,list_directory,0.532832493018603,list_directory
sess_sim_20260522_043340-step_06,2,grep_search,lint_or_typecheck,0.29888729364414274,grep_search
sess_sim_20260522_004420-step_10,2,read_file,glob_pattern,0.436473063367523,read_file
sess_sim_20260522_007754-step_17,2,respond_only,respond_only,0.8970906178301624,respond_only
sess_sim_20260522_030042-step_04,2,edit_file,edit_file,0.40594351126188294,edit_file
sess_sim_20260522_026679-step_04,2,grep_search,glob_pattern,0.24950997309810616,grep_search
sess_sim_20260522_007528-step_05,2,edit_file,edit_file,0.3961909620411235,edit_file
sess_sim_20260522_036847-step_01,2,read_file,list_directory,0.4472358950178025,list_directory
sess_sim_20260522_004167-step_03,2,edit_file,edit_file,0.27371959877121244,edit_file
sess_sim_20260522_018026-step_06,2,apply_patch,apply_patch,0.36283478494311766,apply_patch
sess_sim_20260522_026333-step_06,2,edit_file,apply_patch,0.2514884270966135,edit_file
sess_sim_20260522_020908-step_01,2,plan_task,plan_task,0.4390442562780915,plan_task
sess_sim_20260522_040490-step_01,2,read_file,list_directory,0.42081955256527565,list_directory
sess_sim_20260522_037456-step_06,2,lint_or_typecheck,lint_or_typecheck,0.20171967143993502,lint_or_typecheck
sess_sim_20260522_000605-step_01,2,write_file,write_file,0.9052026662119063,write_file
