id,fold,y_true,meta_pred,meta_conf,blend_pred
sess_au_050092_004-step_04,1,edit_file,respond_only,0.36160616696192555,edit_file
sess_sim_20260522_031432-step_09,1,edit_file,apply_patch,0.2804584790784568,edit_file
sess_sim_20260522_005269-step_02,1,list_directory,list_directory,0.3711164941496726,list_directory
sess_sim_20260522_004126-step_05,1,edit_file,edit_file,0.23725360750661342,edit_file
sess_sim_20260522_008342-step_02,1,grep_search,list_directory,0.37698419690967133,read_file
sess_sim_20260522_026445-step_08,1,glob_pattern,glob_pattern,0.25821158353216145,glob_pattern
sess_sim_20260522_013112-step_03,1,edit_file,edit_file,0.4848103001453597,edit_file
sess_sim_20260522_002257-step_04,1,apply_patch,edit_file,0.41658735346661313,apply_patch
sess_au_577567_009-step_01,1,grep_search,list_directory,0.4083613471485076,list_directory
sess_sim_20260522_022987-step_02,1,respond_only,respond_only,0.6850347885817611,respond_only
sess_sim_20260522_010842-step_07,1,run_tests,grep_search,0.4147425620454314,lint_or_typecheck
sess_sim_20260522_023897-step_03,1,grep_search,list_directory,0.3496091286675754,read_file
sess_sim_20260522_008362-step_12,1,run_tests,run_tests,0.23083039309514547,lint_or_typecheck
sess_sim_20260522_016544-step_13,1,glob_pattern,glob_pattern,0.41653801703749455,glob_pattern
sess_sim_20260522_008434-step_02,1,edit_file,edit_file,0.4917149992692535,edit_file
sess_sim_20260522_012429-step_03,1,ask_user,run_bash,0.1966194509268342,ask_user
sess_sim_20260522_005418-step_04,1,run_tests,ask_user,0.2914006748581239,run_tests
sess_sim_20260522_046827-step_01,1,edit_file,edit_file,0.38280896773717965,edit_file
sess_sim_20260522_033339-step_08,1,ask_user,glob_pattern,0.33196279674750534,plan_task
sess_sim_20260522_012999-step_02,1,edit_file,write_file,0.707504529026878,edit_file
sess_sim_20260522_011620-step_06,1,ask_user,lint_or_typecheck,0.24616657606532097,plan_task
sess_sim_20260522_026925-step_06,1,glob_pattern,glob_pattern,0.24913951578830168,grep_search
sess_sim_20260522_042674-step_01,1,list_directory,list_directory,0.4538526641506206,list_directory
sess_sim_20260522_043907-step_05,1,read_file,glob_pattern,0.28897786035829026,grep_search
sess_sim_20260522_025738-step_03,1,run_bash,edit_file,0.24725628581696862,run_bash
sess_sim_20260522_021557-step_06,1,edit_file,edit_file,0.5498758511893325,edit_file
sess_sim_20260522_043683-step_07,1,run_bash,lint_or_typecheck,0.33431784859248226,lint_or_typecheck
sess_sim_20260522_038980-step_01,1,plan_task,plan_task,0.3699295752973179,plan_task
sess_sim_20260522_016544-step_12,1,read_file,grep_search,0.2982139025206295,read_file
sess_sim_20260522_008342-step_04,1,edit_file,respond_only,0.4060280543720583,edit_file
sess_sim_20260522_022762-step_06,1,respond_only,respond_only,0.7482853038134495,respond_only
sess_sim_20260522_016544-step_07,1,run_bash,run_bash,0.317984891720285,run_bash
sess_sim_20260522_039044-step_04,1,edit_file,edit_file,0.4894177463839611,edit_file
sess_sim_20260522_011620-step_10,1,edit_file,edit_file,0.6050817616524905,edit_file
sess_sim_20260522_020361-step_08,1,edit_file,apply_patch,0.47775623354896296,edit_file
sess_sim_20260522_010187-step_02,1,plan_task,edit_file,0.276676315932125,plan_task
sess_sim_20260522_039151-step_03,1,ask_user,ask_user,0.2310595571337044,ask_user
sess_sim_20260522_013293-step_01,1,grep_search,list_directory,0.47111404602865015,list_directory
sess_sim_20260522_028103-step_01,1,respond_only,write_file,0.9055857618174586,respond_only
sess_sim_20260522_028592-step_01,1,list_directory,list_directory,0.46561722827734076,list_directory
sess_sim_20260522_017642-step_04,1,apply_patch,respond_only,0.26769697217693855,apply_patch
sess_sim_20260522_012051-step_05,1,grep_search,glob_pattern,0.17304079689514135,grep_search
sess_sim_20260522_035458-step_05,1,read_file,read_file,0.3546060578724919,grep_search
sess_sim_20260522_011031-step_03,1,grep_search,glob_pattern,0.18371195806467433,grep_search
sess_au_213847_004-step_04,1,edit_file,edit_file,0.4267133443157198,edit_file
sess_sim_20260522_015838-step_07,1,apply_patch,apply_patch,0.6108210395978142,edit_file
sess_sim_20260522_011991-step_06,1,web_search,edit_file,0.1961665737805121,web_search
sess_sim_20260522_000844-step_06,1,plan_task,ask_user,0.23731591741464753,ask_user
sess_sim_20260522_031383-step_03,1,grep_search,read_file,0.3124562087596805,read_file
sess_sim_20260522_016363-step_03,1,read_file,read_file,0.34015973367347035,read_file
sess_sim_20260522_022018-step_05,1,respond_only,respond_only,0.39162025258994554,respond_only
sess_sim_20260522_035898-step_15,1,run_bash,run_tests,0.25864777544577716,run_tests
sess_sim_20260522_039151-step_04,1,list_directory,read_file,0.27428839901845214,list_directory
sess_sim_20260522_026313-step_07,1,run_tests,grep_search,0.3113203760626614,lint_or_typecheck
sess_sim_20260522_007411-step_09,1,respond_only,respond_only,0.9853702073788847,respond_only
sess_sim_20260522_047427-step_05,1,apply_patch,edit_file,0.1967655432495811,edit_file
sess_sim_20260522_018415-step_05,1,plan_task,ask_user,0.21538028982132934,plan_task
sess_sim_20260522_044236-step_05,1,respond_only,respond_only,0.6455130431676078,respond_only
sess_sim_20260522_031309-step_06,1,web_search,web_search,0.34117339329960183,ask_user
sess_sim_20260522_043166-step_01,1,list_directory,list_directory,0.4320961205547124,list_directory
sess_sim_20260522_024593-step_02,1,run_bash,run_bash,0.3251176895215289,run_bash
sess_sim_20260522_005269-step_01,1,run_bash,run_bash,0.3025425695335932,run_bash
sess_sim_20260522_040835-step_10,1,web_search,run_tests,0.270959481721598,web_search
sess_sim_20260522_046669-step_06,1,edit_file,web_search,0.16961086451381166,edit_file
sess_sim_20260522_009016-step_08,1,apply_patch,apply_patch,0.593576360712187,apply_patch
sess_sim_20260522_020361-step_06,1,grep_search,grep_search,0.2718160401135931,grep_search
sess_sim_20260522_018415-step_09,1,plan_task,grep_search,0.3329998889689607,plan_task
sess_sim_20260522_039898-step_07,1,respond_only,respond_only,0.9636740280709543,respond_only
sess_sim_20260522_001947-step_04,1,glob_pattern,glob_pattern,0.30445225071729676,glob_pattern
sess_sim_20260522_044365-step_08,1,grep_search,glob_pattern,0.28331770034834014,grep_search
sess_sim_20260522_047427-step_01,1,edit_file,write_file,0.47945316277499683,edit_file
sess_sim_20260522_046430-step_08,1,respond_only,respond_only,0.9596041121559591,respond_only
sess_sim_20260522_034498-step_05,1,write_file,apply_patch,0.2887429216695396,write_file
sess_sim_20260522_021557-step_01,1,glob_pattern,list_directory,0.42044718837835215,list_directory
sess_sim_20260522_027549-step_04,1,run_tests,web_search,0.22351377813369916,run_tests
sess_sim_20260522_009505-step_09,1,run_tests,run_tests,0.23173792329273085,run_tests
