id,fold,y_true,meta_pred,meta_conf,blend_pred
sess_sim_20260522_030698-step_17,4,plan_task,plan_task,0.31611185640442935,ask_user
sess_sim_20260522_029653-step_01,4,list_directory,list_directory,0.5085399915095942,list_directory
sess_sim_20260522_001193-step_01,4,glob_pattern,list_directory,0.49555259572495164,list_directory
sess_sim_20260522_018917-step_05,4,grep_search,run_bash,0.16632758074565857,grep_search
sess_sim_20260522_029625-step_06,4,apply_patch,apply_patch,0.6374703804443672,apply_patch
sess_sim_20260522_034573-step_03,4,run_bash,run_bash,0.29493837851112237,run_bash
sess_sim_20260522_042447-step_01,4,write_file,write_file,0.9836016052427675,write_file
sess_sim_20260522_017234-step_03,4,apply_patch,edit_file,0.714702577625629,apply_patch
sess_sim_20260522_040525-step_03,4,read_file,grep_search,0.17514784143195591,read_file
sess_sim_20260522_022621-step_07,4,run_bash,lint_or_typecheck,0.2912999880008513,run_bash
sess_sim_20260522_022605-step_06,4,ask_user,run_tests,0.2368297000972475,ask_user
sess_sim_20260522_027249-step_03,4,write_file,write_file,0.9137419203058724,write_file
sess_sim_20260522_031147-step_06,4,edit_file,edit_file,0.41000600825929057,edit_file
sess_sim_20260522_043903-step_10,4,glob_pattern,glob_pattern,0.2748146848222973,glob_pattern
sess_sim_20260522_036352-step_03,4,list_directory,list_directory,0.3461044813489414,list_directory
sess_sim_20260522_003823-step_06,4,edit_file,edit_file,0.5689957343737879,edit_file
sess_sim_20260522_019683-step_10,4,glob_pattern,glob_pattern,0.3310416230294044,glob_pattern
sess_sim_20260522_019402-step_07,4,edit_file,apply_patch,0.6038320195725301,edit_file
sess_sim_20260522_019402-step_08,4,run_tests,run_tests,0.3528581555171283,run_tests
sess_au_968689_014-step_03,4,respond_only,respond_only,0.7282375315589606,respond_only
sess_sim_20260522_023554-step_04,4,list_directory,read_file,0.3670627911632289,read_file
sess_sim_20260522_039846-step_09,4,edit_file,edit_file,0.6740843582561628,edit_file
sess_sim_20260522_017776-step_02,4,glob_pattern,list_directory,0.3219038713043876,grep_search
sess_sim_20260522_041756-step_04,4,read_file,web_search,0.589172911161287,read_file
sess_sim_20260522_004721-step_05,4,read_file,grep_search,0.20709469810900377,read_file
sess_sim_20260522_043459-step_01,4,write_file,write_file,0.9565359279714893,write_file
sess_sim_20260522_008814-step_02,4,grep_search,list_directory,0.49308982987536026,list_directory
sess_au_375329_001-step_02,4,read_file,plan_task,0.41000096000142394,grep_search
sess_sim_20260522_038742-step_04,4,edit_file,respond_only,0.4768682851649976,edit_file
sess_sim_20260522_016897-step_02,4,read_file,list_directory,0.36647557813132065,list_directory
sess_sim_20260522_025986-step_04,4,grep_search,list_directory,0.3877100993136162,grep_search
