id,fold,y_true,meta_pred,meta_conf,blend_pred
sess_sim_20260522_030698-step_17,4,plan_task,plan_task,0.22492804087747706,ask_user
sess_sim_20260522_029653-step_01,4,list_directory,list_directory,0.4687443126694042,list_directory
sess_sim_20260522_001193-step_01,4,glob_pattern,list_directory,0.4605253260784441,list_directory
sess_sim_20260522_018917-step_05,4,grep_search,glob_pattern,0.17705685312896025,grep_search
sess_sim_20260522_029625-step_06,4,apply_patch,apply_patch,0.5712935196097282,apply_patch
sess_sim_20260522_034573-step_03,4,run_bash,run_bash,0.25023841477215253,run_bash
sess_sim_20260522_042447-step_01,4,write_file,write_file,0.935807784652569,write_file
sess_sim_20260522_017234-step_03,4,apply_patch,edit_file,0.462647699935742,apply_patch
sess_sim_20260522_040525-step_03,4,read_file,run_bash,0.1935808583124847,read_file
sess_sim_20260522_022621-step_07,4,run_bash,lint_or_typecheck,0.2276810289226337,run_bash
sess_sim_20260522_022605-step_06,4,ask_user,web_search,0.2002126711083449,ask_user
sess_sim_20260522_027249-step_03,4,write_file,write_file,0.7276709694975886,write_file
sess_sim_20260522_031147-step_06,4,edit_file,apply_patch,0.3429640589042,edit_file
sess_sim_20260522_043903-step_10,4,glob_pattern,glob_pattern,0.25848372656468166,glob_pattern
sess_sim_20260522_036352-step_03,4,list_directory,list_directory,0.3357596476914655,list_directory
sess_sim_20260522_003823-step_06,4,edit_file,edit_file,0.41948903148285055,edit_file
sess_sim_20260522_019683-step_10,4,glob_pattern,glob_pattern,0.3012742493081233,glob_pattern
sess_sim_20260522_019402-step_07,4,edit_file,apply_patch,0.5290388540142084,edit_file
sess_sim_20260522_019402-step_08,4,run_tests,run_tests,0.2649573037135228,run_tests
sess_au_968689_014-step_03,4,respond_only,respond_only,0.7158347023009477,respond_only
sess_sim_20260522_023554-step_04,4,list_directory,read_file,0.3692692774225985,read_file
sess_sim_20260522_039846-step_09,4,edit_file,edit_file,0.4717570671313074,edit_file
sess_sim_20260522_017776-step_02,4,glob_pattern,list_directory,0.31722736261108736,grep_search
sess_sim_20260522_041756-step_04,4,read_file,web_search,0.5736458083051826,read_file
sess_sim_20260522_004721-step_05,4,read_file,run_tests,0.17464766878745608,read_file
sess_sim_20260522_043459-step_01,4,write_file,write_file,0.8548788661445563,write_file
sess_sim_20260522_008814-step_02,4,grep_search,list_directory,0.47086984200159093,list_directory
sess_au_375329_001-step_02,4,read_file,plan_task,0.3969158208248036,grep_search
sess_sim_20260522_038742-step_04,4,edit_file,respond_only,0.37344485705644226,edit_file
sess_sim_20260522_016897-step_02,4,read_file,list_directory,0.3181940791511181,list_directory
sess_sim_20260522_025986-step_04,4,grep_search,list_directory,0.3920439708182225,grep_search
sess_sim_20260522_044454-step_02,4,apply_patch,edit_file,0.4695683155939088,apply_patch
sess_sim_20260522_005243-step_14,4,respond_only,respond_only,0.6278094226233055,respond_only
sess_sim_20260522_001715-step_03,4,grep_search,glob_pattern,0.23186198234257477,grep_search
sess_sim_20260522_030698-step_09,4,grep_search,glob_pattern,0.37437293698575236,grep_search
sess_sim_20260522_044128-step_10,4,ask_user,run_tests,0.20305627962033893,web_search
sess_sim_20260522_004721-step_11,4,glob_pattern,grep_search,0.31428873246105965,read_file
sess_sim_20260522_035737-step_06,4,grep_search,glob_pattern,0.38929650248831654,glob_pattern
sess_sim_20260522_045808-step_05,4,apply_patch,respond_only,0.31178963101331236,apply_patch
sess_sim_20260522_026303-step_13,4,edit_file,apply_patch,0.4748606315743248,apply_patch
sess_sim_20260522_003823-step_01,4,plan_task,plan_task,0.5174799371951524,plan_task
sess_sim_20260522_024356-step_13,4,glob_pattern,glob_pattern,0.33442633504033675,glob_pattern
sess_au_024495_009-step_01,4,read_file,list_directory,0.33512298446653177,list_directory
sess_sim_20260522_030184-step_07,4,respond_only,respond_only,0.8122172972425461,respond_only
sess_sim_20260522_029548-step_04,4,edit_file,write_file,0.35504028452967545,edit_file
sess_sim_20260522_015107-step_05,4,apply_patch,edit_file,0.38970596645542166,apply_patch
sess_sim_20260522_030066-step_06,4,grep_search,grep_search,0.29129699228401007,grep_search
sess_au_079217_001-step_03,4,edit_file,write_file,0.5567357953912533,edit_file
sess_sim_20260522_004607-step_08,4,run_tests,run_tests,0.3015850649317725,run_tests
sess_sim_20260522_000568-step_04,4,glob_pattern,glob_pattern,0.2511262814592088,glob_pattern
sess_sim_20260522_029149-step_15,4,respond_only,respond_only,0.9961678144664545,respond_only
sess_sim_20260522_012111-step_07,4,respond_only,respond_only,0.9532490494629576,respond_only
