id,fold,y_true,meta_pred,meta_conf,blend_pred
sess_sim_20260522_027895-step_06,0,run_bash,lint_or_typecheck,0.28245782401528857,lint_or_typecheck
sess_sim_20260522_023744-step_08,0,respond_only,respond_only,0.9740669404151165,respond_only
sess_sim_20260522_036951-step_04,0,edit_file,edit_file,0.4620805361099604,edit_file
sess_sim_20260522_008742-step_02,0,edit_file,edit_file,0.3560179821639648,edit_file
sess_sim_20260522_006458-step_03,0,ask_user,plan_task,0.19543452034126377,ask_user
sess_sim_20260522_038274-step_08,0,run_tests,web_search,0.22265388883916287,run_bash
sess_sim_20260522_004882-step_06,0,run_bash,run_tests,0.19391924630192103,run_bash
sess_sim_20260522_019273-step_05,0,edit_file,edit_file,0.5021728786172673,edit_file
sess_sim_20260522_001083-step_05,0,run_tests,run_tests,0.1792958670467933,run_tests
sess_sim_20260522_024798-step_01,0,run_bash,run_bash,0.2960238043694348,run_bash
sess_sim_20260522_042345-step_10,0,edit_file,apply_patch,0.27185693773483316,apply_patch
sess_sim_20260522_037073-step_01,0,plan_task,plan_task,0.1965667503405492,ask_user
sess_sim_20260522_041970-step_03,0,ask_user,run_bash,0.17139508659946873,ask_user
sess_au_950602_002-step_10,0,edit_file,apply_patch,0.5247382180074986,apply_patch
sess_sim_20260522_024922-step_04,0,run_tests,ask_user,0.21202014960671803,run_tests
sess_sim_20260522_044033-step_02,0,edit_file,write_file,0.43487090518414834,edit_file
sess_sim_20260522_011123-step_11,0,run_tests,lint_or_typecheck,0.29541492786377155,run_bash
sess_sim_20260522_006215-step_06,0,apply_patch,apply_patch,0.4093108055938193,apply_patch
sess_sim_20260522_027890-step_03,0,edit_file,write_file,0.6599675511324113,edit_file
sess_sim_20260522_014543-step_01,0,list_directory,list_directory,0.46968339094857686,list_directory
sess_sim_20260522_000640-step_05,0,grep_search,grep_search,0.31587159053796166,grep_search
sess_sim_20260522_027890-step_05,0,edit_file,edit_file,0.45840366002803956,edit_file
sess_sim_20260522_005473-step_01,0,respond_only,write_file,0.8577621238168982,respond_only
sess_sim_20260522_019481-step_07,0,glob_pattern,glob_pattern,0.2665498356618464,glob_pattern
sess_sim_20260522_032540-step_07,0,glob_pattern,glob_pattern,0.25036694655474573,glob_pattern
sess_sim_20260522_035204-step_01,0,respond_only,write_file,0.8485046622165047,respond_only
sess_sim_20260522_019834-step_04,0,edit_file,write_file,0.4029503755131234,edit_file
sess_sim_20260522_006556-step_01,0,grep_search,list_directory,0.4689270144465795,list_directory
sess_sim_20260522_042571-step_04,0,glob_pattern,run_bash,0.23452763553822173,glob_pattern
sess_sim_20260522_021933-step_05,0,edit_file,apply_patch,0.38534182746857765,edit_file
sess_sim_20260522_025579-step_02,0,glob_pattern,list_directory,0.42154616209779405,list_directory
sess_sim_20260522_007124-step_06,0,glob_pattern,glob_pattern,0.4440234019209332,glob_pattern
sess_sim_20260522_046734-step_07,0,lint_or_typecheck,run_tests,0.2512583181393132,lint_or_typecheck
sess_au_666910_012-step_04,0,read_file,ask_user,0.28362938931330356,glob_pattern
sess_sim_20260522_037930-step_03,0,read_file,list_directory,0.3753330871582048,read_file
sess_sim_20260522_011363-step_02,0,read_file,read_file,0.21829245947080742,read_file
sess_sim_20260522_017086-step_04,0,glob_pattern,glob_pattern,0.24357963444435082,glob_pattern
sess_sim_20260522_037930-step_04,0,read_file,glob_pattern,0.188343783548905,read_file
sess_sim_20260522_001431-step_09,0,grep_search,grep_search,0.34196714788730204,grep_search
sess_sim_20260522_001919-step_05,0,run_tests,glob_pattern,0.18796626279357814,run_tests
sess_sim_20260522_042944-step_04,0,edit_file,edit_file,0.4502409199521146,edit_file
sess_sim_20260522_027895-step_07,0,ask_user,web_search,0.2567705561753592,ask_user
sess_sim_20260522_017086-step_01,0,list_directory,list_directory,0.4361313776458606,list_directory
sess_sim_20260522_033407-step_09,0,web_search,lint_or_typecheck,0.21790443317493663,web_search
sess_sim_20260522_046087-step_12,0,grep_search,grep_search,0.3382349555582023,read_file
sess_sim_20260522_014543-step_04,0,edit_file,write_file,0.30764989908458107,edit_file
sess_sim_20260522_041548-step_03,0,run_bash,list_directory,0.4090696998752402,run_bash
sess_sim_20260522_021349-step_02,0,grep_search,list_directory,0.42910464289211214,list_directory
sess_sim_20260522_006166-step_08,0,read_file,grep_search,0.3050719037237283,read_file
sess_sim_20260522_009173-step_01,0,run_bash,run_bash,0.33364297101582335,run_bash
sess_sim_20260522_017086-step_06,0,grep_search,run_tests,0.3155585704842243,read_file
sess_sim_20260522_004330-step_08,0,apply_patch,apply_patch,0.32873544567074103,apply_patch
sess_sim_20260522_042379-step_07,0,respond_only,respond_only,0.962769469588946,respond_only
sess_sim_20260522_008571-step_06,0,grep_search,glob_pattern,0.3272890053317735,grep_search
sess_au_694865_002-step_04,0,run_tests,run_tests,0.1911408671194325,run_tests
sess_sim_20260522_018465-step_12,0,edit_file,apply_patch,0.651105465831754,edit_file
sess_sim_20260522_024798-step_02,0,grep_search,list_directory,0.29723170663676546,list_directory
sess_sim_20260522_015482-step_12,0,apply_patch,edit_file,0.4278762188444663,apply_patch
sess_sim_20260522_042335-step_04,0,glob_pattern,read_file,0.31741756131356,list_directory
sess_sim_20260522_035972-step_13,0,edit_file,apply_patch,0.37738109224374305,edit_file
sess_sim_20260522_006295-step_05,0,glob_pattern,read_file,0.3017365328308889,read_file
sess_sim_20260522_040593-step_04,0,grep_search,glob_pattern,0.16921757332533524,glob_pattern
sess_sim_20260522_044714-step_02,0,list_directory,read_file,0.33900932523239136,list_directory
sess_sim_20260522_017698-step_02,0,list_directory,list_directory,0.3280264120657491,list_directory
sess_sim_20260522_033366-step_03,0,read_file,list_directory,0.39188412087911073,read_file
sess_au_941208_005-step_12,0,read_file,grep_search,0.38571428652656253,read_file
sess_sim_20260522_031629-step_07,0,lint_or_typecheck,lint_or_typecheck,0.22765144891523065,lint_or_typecheck
sess_sim_20260522_046087-step_18,0,read_file,grep_search,0.37961813964762464,read_file
sess_sim_20260522_041686-step_08,0,apply_patch,apply_patch,0.6718307354412213,apply_patch
sess_sim_20260522_046087-step_10,0,lint_or_typecheck,lint_or_typecheck,0.36345031472940403,lint_or_typecheck
sess_au_577567_008-step_02,0,read_file,plan_task,0.3967368323632625,read_file
sess_sim_20260522_042335-step_01,0,glob_pattern,list_directory,0.46972426198258416,list_directory
sess_sim_20260522_038038-step_03,0,edit_file,list_directory,0.37802526009008414,edit_file
sess_sim_20260522_022816-step_06,0,respond_only,respond_only,0.6921093830470115,respond_only
sess_sim_20260522_039353-step_03,0,edit_file,edit_file,0.49430055657989075,edit_file
sess_sim_20260522_035143-step_04,0,edit_file,glob_pattern,0.2550304575834782,edit_file
sess_sim_20260522_027895-step_02,0,write_file,write_file,0.8121900597648052,write_file
