id,y_true,blend_pred,meta_pred,meta_conf,lin_pred,stk_pred,enc_pred
sess_au_050092_004-step_04,edit_file,edit_file,edit_file,0.31999248406689174,edit_file,edit_file,edit_file
sess_sim_20260522_027895-step_06,run_bash,lint_or_typecheck,lint_or_typecheck,0.27580621065455196,run_bash,lint_or_typecheck,lint_or_typecheck
sess_sim_20260522_010306-step_10,apply_patch,apply_patch,apply_patch,0.47377470025638574,apply_patch,apply_patch,apply_patch
sess_sim_20260522_023744-step_08,respond_only,respond_only,respond_only,0.9830201716516368,respond_only,respond_only,respond_only
sess_sim_20260522_033776-step_09,respond_only,respond_only,respond_only,0.9893994776672671,respond_only,respond_only,respond_only
sess_sim_20260522_036847-step_04,apply_patch,apply_patch,write_file,0.3282785594398329,apply_patch,apply_patch,apply_patch
sess_sim_20260522_030698-step_17,plan_task,ask_user,plan_task,0.31611185640442935,plan_task,ask_user,ask_user
sess_sim_20260522_007592-step_06,plan_task,plan_task,ask_user,0.2099721856171178,plan_task,plan_task,plan_task
sess_sim_20260522_029653-step_01,list_directory,list_directory,list_directory,0.5085399915095942,list_directory,list_directory,list_directory
sess_sim_20260522_014003-step_03,edit_file,edit_file,ask_user,0.25760302303799565,edit_file,edit_file,edit_file
sess_sim_20260522_036951-step_04,edit_file,edit_file,edit_file,0.6091709473950842,edit_file,edit_file,edit_file
sess_sim_20260522_001193-step_01,glob_pattern,list_directory,list_directory,0.49555259572495164,list_directory,list_directory,list_directory
sess_sim_20260522_018917-step_05,grep_search,grep_search,run_bash,0.16632758074565857,grep_search,grep_search,grep_search
sess_sim_20260522_029625-step_06,apply_patch,apply_patch,apply_patch,0.6374703804443672,apply_patch,apply_patch,apply_patch
sess_sim_20260522_031432-step_09,edit_file,edit_file,apply_patch,0.25357395259352034,edit_file,edit_file,edit_file
sess_sim_20260522_008742-step_02,edit_file,edit_file,edit_file,0.6696074023277718,edit_file,edit_file,edit_file
sess_sim_20260522_005269-step_02,list_directory,list_directory,list_directory,0.4082071560928735,list_directory,list_directory,list_directory
sess_sim_20260522_006458-step_03,ask_user,ask_user,plan_task,0.2212788921940546,ask_user,ask_user,ask_user
sess_sim_20260522_038430-step_05,grep_search,list_directory,read_file,0.45226669817451853,list_directory,read_file,read_file
sess_sim_20260522_038274-step_08,run_tests,run_bash,run_tests,0.22710220822585844,apply_patch,lint_or_typecheck,run_bash
sess_sim_20260522_029054-step_01,grep_search,list_directory,list_directory,0.48827487768248284,read_file,list_directory,list_directory
sess_sim_20260522_004126-step_05,edit_file,edit_file,edit_file,0.3974266784496643,edit_file,apply_patch,edit_file
sess_sim_20260522_034573-step_03,run_bash,run_bash,run_bash,0.29493837851112237,run_bash,run_bash,run_bash
sess_sim_20260522_045827-step_04,apply_patch,apply_patch,edit_file,0.4490033915820884,apply_patch,apply_patch,apply_patch
sess_sim_20260522_025148-step_10,edit_file,edit_file,edit_file,0.5043825009927729,edit_file,edit_file,edit_file
sess_sim_20260522_046837-step_02,glob_pattern,grep_search,list_directory,0.6011014811138153,read_file,grep_search,grep_search
sess_sim_20260522_042447-step_01,write_file,write_file,write_file,0.9836016052427675,write_file,write_file,write_file
sess_sim_20260522_019879-step_02,edit_file,edit_file,edit_file,0.5290280971430646,edit_file,edit_file,edit_file
sess_sim_20260522_017234-step_03,apply_patch,apply_patch,edit_file,0.714702577625629,apply_patch,apply_patch,apply_patch
sess_sim_20260522_004882-step_06,run_bash,run_bash,run_tests,0.22449445789661243,run_bash,run_bash,run_bash
sess_sim_20260522_008342-step_02,grep_search,read_file,list_directory,0.3363139435164811,read_file,read_file,read_file
sess_sim_20260522_040525-step_03,read_file,read_file,grep_search,0.17514784143195591,read_file,read_file,read_file
sess_sim_20260522_036363-step_10,apply_patch,apply_patch,apply_patch,0.7957700034659181,apply_patch,apply_patch,apply_patch
sess_au_815508_003-step_05,lint_or_typecheck,lint_or_typecheck,run_tests,0.23555325706520358,lint_or_typecheck,lint_or_typecheck,lint_or_typecheck
sess_sim_20260522_022621-step_07,run_bash,run_bash,lint_or_typecheck,0.2912999880008513,run_bash,run_bash,run_bash
sess_sim_20260522_036391-step_10,respond_only,respond_only,respond_only,0.9782779469581708,respond_only,respond_only,respond_only
sess_sim_20260522_014581-step_06,run_tests,run_tests,run_tests,0.28350442560002287,run_tests,run_tests,run_tests
sess_sim_20260522_022605-step_06,ask_user,ask_user,run_tests,0.2368297000972475,ask_user,ask_user,ask_user
sess_sim_20260522_026445-step_08,glob_pattern,glob_pattern,glob_pattern,0.3493001371377553,glob_pattern,glob_pattern,glob_pattern
sess_sim_20260522_027249-step_03,write_file,write_file,write_file,0.9137419203058724,write_file,write_file,write_file
sess_sim_20260522_031147-step_06,edit_file,edit_file,edit_file,0.41000600825929057,edit_file,edit_file,edit_file
sess_sim_20260522_013112-step_03,edit_file,edit_file,edit_file,0.6506396995935777,edit_file,edit_file,edit_file
sess_sim_20260522_043903-step_10,glob_pattern,glob_pattern,glob_pattern,0.2748146848222973,glob_pattern,glob_pattern,glob_pattern
sess_sim_20260522_036352-step_03,list_directory,list_directory,list_directory,0.3461044813489414,list_directory,list_directory,list_directory
sess_sim_20260522_017677-step_05,read_file,read_file,glob_pattern,0.3304780542252171,read_file,read_file,read_file
sess_sim_20260522_019273-step_05,edit_file,edit_file,edit_file,0.5411610857979656,edit_file,edit_file,edit_file
sess_sim_20260522_043264-step_08,run_tests,lint_or_typecheck,web_search,0.3640179717939078,lint_or_typecheck,lint_or_typecheck,lint_or_typecheck
sess_sim_20260522_002257-step_04,apply_patch,apply_patch,edit_file,0.47335068725183654,apply_patch,apply_patch,apply_patch
sess_sim_20260522_001083-step_05,run_tests,run_tests,run_tests,0.19924811245433882,run_tests,run_tests,run_tests
sess_sim_20260522_024798-step_01,run_bash,run_bash,run_bash,0.3416830481463385,run_bash,run_bash,run_bash
sess_sim_20260522_042345-step_10,edit_file,apply_patch,apply_patch,0.4952855179467915,edit_file,apply_patch,apply_patch
sess_sim_20260522_015957-step_14,respond_only,respond_only,respond_only,0.9876817024746315,respond_only,respond_only,respond_only
sess_sim_20260522_037073-step_01,plan_task,ask_user,run_tests,0.19369285519203053,list_directory,plan_task,ask_user
sess_au_860213_003-step_04,edit_file,edit_file,edit_file,0.5860524591693612,apply_patch,apply_patch,edit_file
sess_sim_20260522_006403-step_04,grep_search,read_file,read_file,0.278302704419207,read_file,read_file,read_file
sess_sim_20260522_041970-step_03,ask_user,ask_user,run_bash,0.18493567242913495,ask_user,ask_user,ask_user
sess_au_950602_002-step_10,edit_file,apply_patch,apply_patch,0.599220345792048,apply_patch,apply_patch,apply_patch
sess_au_577567_009-step_01,grep_search,list_directory,list_directory,0.42670401404573344,read_file,read_file,list_directory
sess_sim_20260522_003823-step_06,edit_file,edit_file,edit_file,0.5689957343737879,edit_file,edit_file,edit_file
sess_sim_20260522_012713-step_06,grep_search,grep_search,glob_pattern,0.26380874337091026,grep_search,grep_search,glob_pattern
sess_sim_20260522_024922-step_04,run_tests,run_tests,ask_user,0.23739108988711863,run_tests,run_tests,run_tests
sess_sim_20260522_000194-step_09,lint_or_typecheck,lint_or_typecheck,lint_or_typecheck,0.5574636513094643,run_tests,lint_or_typecheck,lint_or_typecheck
sess_sim_20260522_024976-step_14,apply_patch,apply_patch,apply_patch,0.5224489259107704,apply_patch,apply_patch,apply_patch
sess_sim_20260522_007199-step_01,glob_pattern,list_directory,list_directory,0.5115963758541815,list_directory,list_directory,list_directory
sess_sim_20260522_019683-step_10,glob_pattern,glob_pattern,glob_pattern,0.3310416230294044,glob_pattern,glob_pattern,glob_pattern
sess_sim_20260522_022987-step_02,respond_only,respond_only,respond_only,0.7250040556594552,respond_only,respond_only,respond_only
sess_sim_20260522_019402-step_07,edit_file,edit_file,apply_patch,0.6038320195725301,edit_file,edit_file,edit_file
sess_sim_20260522_001725-step_08,read_file,grep_search,web_search,0.34036546765451764,grep_search,grep_search,grep_search
sess_au_309906_000-step_02,read_file,read_file,list_directory,0.4583326210596354,read_file,read_file,read_file
sess_sim_20260522_044033-step_02,edit_file,edit_file,respond_only,0.37812167375612105,edit_file,edit_file,edit_file
sess_sim_20260522_037513-step_01,list_directory,list_directory,list_directory,0.48715630958227435,list_directory,list_directory,list_directory
sess_sim_20260522_011123-step_11,run_tests,run_bash,lint_or_typecheck,0.2448367301266114,run_bash,run_tests,run_bash
sess_sim_20260522_006215-step_06,apply_patch,apply_patch,apply_patch,0.48553619572027235,apply_patch,apply_patch,apply_patch
sess_sim_20260522_019402-step_08,run_tests,run_tests,run_tests,0.3528581555171283,run_tests,run_tests,run_tests
sess_sim_20260522_010842-step_07,run_tests,lint_or_typecheck,grep_search,0.445765911378081,lint_or_typecheck,lint_or_typecheck,lint_or_typecheck
sess_sim_20260522_017381-step_09,edit_file,apply_patch,apply_patch,0.7590106701098169,apply_patch,apply_patch,apply_patch
sess_sim_20260522_035574-step_04,glob_pattern,glob_pattern,glob_pattern,0.27457064819943194,glob_pattern,glob_pattern,glob_pattern
sess_au_968689_014-step_03,respond_only,respond_only,respond_only,0.7282375315589606,respond_only,respond_only,respond_only
sess_sim_20260522_029624-step_04,grep_search,read_file,grep_search,0.2467991702589088,read_file,read_file,read_file
sess_sim_20260522_021517-step_05,grep_search,grep_search,glob_pattern,0.21728911899042114,grep_search,grep_search,grep_search
sess_sim_20260522_023897-step_03,grep_search,read_file,list_directory,0.33287089616052806,read_file,read_file,read_file
sess_sim_20260522_023554-step_04,list_directory,read_file,read_file,0.3670627911632289,run_tests,run_tests,read_file
sess_sim_20260522_038170-step_03,run_tests,run_tests,run_bash,0.23637155875892313,run_tests,run_tests,run_tests
sess_sim_20260522_030052-step_05,grep_search,grep_search,run_bash,0.18594743909993958,grep_search,grep_search,grep_search
sess_sim_20260522_008362-step_12,run_tests,lint_or_typecheck,run_tests,0.27601139532963664,lint_or_typecheck,lint_or_typecheck,lint_or_typecheck
sess_sim_20260522_012741-step_04,respond_only,respond_only,respond_only,0.9989234742417137,respond_only,respond_only,respond_only
sess_sim_20260522_039846-step_09,edit_file,edit_file,edit_file,0.6740843582561628,edit_file,edit_file,apply_patch
sess_sim_20260522_036309-step_01,lint_or_typecheck,run_bash,run_bash,0.2685708089894886,run_bash,run_bash,run_bash
sess_sim_20260522_017776-step_02,glob_pattern,grep_search,list_directory,0.3219038713043876,list_directory,grep_search,list_directory
sess_sim_20260522_027890-step_03,edit_file,edit_file,write_file,0.7998926548016477,edit_file,edit_file,edit_file
sess_sim_20260522_016544-step_13,glob_pattern,glob_pattern,glob_pattern,0.4987091470202169,glob_pattern,glob_pattern,glob_pattern
sess_sim_20260522_041756-step_04,read_file,read_file,web_search,0.589172911161287,edit_file,edit_file,read_file
sess_sim_20260522_004721-step_05,read_file,read_file,grep_search,0.20709469810900377,read_file,read_file,read_file
sess_sim_20260522_005528-step_06,ask_user,web_search,web_search,0.17193937748704063,ask_user,web_search,web_search
sess_sim_20260522_014543-step_01,list_directory,list_directory,list_directory,0.5048927785113295,list_directory,list_directory,list_directory
sess_sim_20260522_000640-step_05,grep_search,grep_search,grep_search,0.3412575229768832,grep_search,grep_search,grep_search
sess_sim_20260522_005866-step_02,read_file,list_directory,list_directory,0.4223599450080269,list_directory,list_directory,list_directory
sess_sim_20260522_008434-step_02,edit_file,edit_file,edit_file,0.6944093207352299,edit_file,edit_file,edit_file
sess_sim_20260522_012429-step_03,ask_user,ask_user,web_search,0.20567268709036549,ask_user,ask_user,ask_user
sess_sim_20260522_030486-step_07,run_tests,run_tests,web_search,0.4442093015171097,plan_task,run_bash,run_tests
sess_sim_20260522_003604-step_03,glob_pattern,grep_search,ask_user,0.30269959377316435,grep_search,grep_search,read_file
sess_sim_20260522_027890-step_05,edit_file,edit_file,edit_file,0.5826284140792889,edit_file,edit_file,edit_file
sess_sim_20260522_005418-step_04,run_tests,run_tests,ask_user,0.33850499387118776,run_tests,run_tests,run_tests
sess_sim_20260522_005473-step_01,respond_only,respond_only,write_file,0.8969049996007924,respond_only,respond_only,respond_only
sess_sim_20260522_019481-step_07,glob_pattern,glob_pattern,glob_pattern,0.36503325682181675,glob_pattern,glob_pattern,glob_pattern
sess_sim_20260522_032540-step_07,glob_pattern,glob_pattern,glob_pattern,0.31546544276755695,glob_pattern,glob_pattern,glob_pattern
sess_sim_20260522_037456-step_09,glob_pattern,grep_search,read_file,0.22801074803145277,read_file,grep_search,grep_search
sess_sim_20260522_021224-step_04,write_file,write_file,write_file,0.7960416504779564,write_file,write_file,write_file
sess_sim_20260522_046827-step_01,edit_file,edit_file,edit_file,0.48036572677779293,edit_file,edit_file,edit_file
sess_sim_20260522_036063-step_06,run_tests,run_tests,lint_or_typecheck,0.2875235567305564,lint_or_typecheck,run_tests,run_tests
sess_sim_20260522_043459-step_01,write_file,write_file,write_file,0.9565359279714893,write_file,write_file,write_file
sess_sim_20260522_033339-step_08,ask_user,plan_task,glob_pattern,0.29005279060261197,glob_pattern,glob_pattern,plan_task
sess_sim_20260522_035204-step_01,respond_only,respond_only,write_file,0.8792528732447878,respond_only,respond_only,respond_only
sess_sim_20260522_012999-step_02,edit_file,edit_file,write_file,0.6435006544057851,edit_file,edit_file,edit_file
sess_sim_20260522_011620-step_06,ask_user,plan_task,lint_or_typecheck,0.38588593244774233,plan_task,plan_task,plan_task
sess_sim_20260522_026925-step_06,glob_pattern,grep_search,glob_pattern,0.27241818682649355,grep_search,grep_search,grep_search
sess_sim_20260522_042674-step_01,list_directory,list_directory,list_directory,0.48460715046456154,list_directory,list_directory,list_directory
sess_sim_20260522_008814-step_02,grep_search,list_directory,list_directory,0.49308982987536026,list_directory,list_directory,list_directory
sess_au_375329_001-step_02,read_file,grep_search,plan_task,0.41000096000142394,read_file,read_file,grep_search
sess_sim_20260522_019834-step_04,edit_file,edit_file,edit_file,0.35632300284826623,edit_file,edit_file,edit_file
sess_sim_20260522_020565-step_01,read_file,list_directory,list_directory,0.5366675348161303,list_directory,list_directory,list_directory
sess_sim_20260522_038742-step_04,edit_file,edit_file,respond_only,0.4768682851649976,edit_file,edit_file,edit_file
sess_au_752327_008-step_03,web_search,web_search,web_search,0.28824246305583084,web_search,web_search,web_search
sess_sim_20260522_030800-step_04,run_tests,run_tests,run_bash,0.2580398306722305,run_tests,run_tests,run_tests
sess_sim_20260522_006556-step_01,grep_search,list_directory,list_directory,0.5090696497402943,list_directory,list_directory,list_directory
sess_sim_20260522_005903-step_11,apply_patch,apply_patch,apply_patch,0.5041615476567237,apply_patch,apply_patch,apply_patch
