id,fold,y_true,meta_pred,meta_conf,blend_pred
sess_sim_20260522_027895-step_06,0,run_bash,lint_or_typecheck,0.27580621065455196,lint_or_typecheck
sess_sim_20260522_023744-step_08,0,respond_only,respond_only,0.9830201716516368,respond_only
sess_sim_20260522_036951-step_04,0,edit_file,edit_file,0.6091709473950842,edit_file
sess_sim_20260522_008742-step_02,0,edit_file,edit_file,0.6696074023277718,edit_file
sess_sim_20260522_006458-step_03,0,ask_user,plan_task,0.2212788921940546,ask_user
sess_sim_20260522_038274-step_08,0,run_tests,run_tests,0.22710220822585844,run_bash
sess_sim_20260522_004882-step_06,0,run_bash,run_tests,0.22449445789661243,run_bash
sess_sim_20260522_019273-step_05,0,edit_file,edit_file,0.5411610857979656,edit_file
sess_sim_20260522_001083-step_05,0,run_tests,run_tests,0.19924811245433882,run_tests
sess_sim_20260522_024798-step_01,0,run_bash,run_bash,0.3416830481463385,run_bash
sess_sim_20260522_042345-step_10,0,edit_file,apply_patch,0.4952855179467915,apply_patch
sess_sim_20260522_037073-step_01,0,plan_task,run_tests,0.19369285519203053,ask_user
sess_sim_20260522_041970-step_03,0,ask_user,run_bash,0.18493567242913495,ask_user
sess_au_950602_002-step_10,0,edit_file,apply_patch,0.599220345792048,apply_patch
sess_sim_20260522_024922-step_04,0,run_tests,ask_user,0.23739108988711863,run_tests
sess_sim_20260522_044033-step_02,0,edit_file,respond_only,0.37812167375612105,edit_file
sess_sim_20260522_011123-step_11,0,run_tests,lint_or_typecheck,0.2448367301266114,run_bash
sess_sim_20260522_006215-step_06,0,apply_patch,apply_patch,0.48553619572027235,apply_patch
sess_sim_20260522_027890-step_03,0,edit_file,write_file,0.7998926548016477,edit_file
sess_sim_20260522_014543-step_01,0,list_directory,list_directory,0.5048927785113295,list_directory
sess_sim_20260522_000640-step_05,0,grep_search,grep_search,0.3412575229768832,grep_search
sess_sim_20260522_027890-step_05,0,edit_file,edit_file,0.5826284140792889,edit_file
sess_sim_20260522_005473-step_01,0,respond_only,write_file,0.8969049996007924,respond_only
sess_sim_20260522_019481-step_07,0,glob_pattern,glob_pattern,0.36503325682181675,glob_pattern
sess_sim_20260522_032540-step_07,0,glob_pattern,glob_pattern,0.31546544276755695,glob_pattern
sess_sim_20260522_035204-step_01,0,respond_only,write_file,0.8792528732447878,respond_only
sess_sim_20260522_019834-step_04,0,edit_file,edit_file,0.35632300284826623,edit_file
sess_sim_20260522_006556-step_01,0,grep_search,list_directory,0.5090696497402943,list_directory
sess_sim_20260522_042571-step_04,0,glob_pattern,glob_pattern,0.4494423546511465,glob_pattern
sess_sim_20260522_021933-step_05,0,edit_file,apply_patch,0.4803510697037449,edit_file
sess_sim_20260522_025579-step_02,0,glob_pattern,list_directory,0.41787182293765057,list_directory
sess_sim_20260522_007124-step_06,0,glob_pattern,glob_pattern,0.5592806800266366,glob_pattern
